ID	ALIGNMENT	COGID	CONCEPT	COUNTERPART	DOCULECT	GLOSA 1 PORT	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	IPA	MODIFIED	PET	PWT	TOKENS
138	j a - i	13	heron	jai	KUB	garça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jai	FALSE	PET	PWT	j a i
139	j a - i	13	heron	jai	MAI	garça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jai	FALSE	PET	PWT	j a i
140	j a - i	13	heron	jai	SEK	garça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jai	FALSE	PET	PWT	j a i
141	j a h e	13	heron	jahe	TUK	garça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jahe	FALSE	PET	PWT	j a h e
142	j e - e	13	heron	yee	TUY	garça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	yee	FALSE	PET	PWT	j e e
143	j a h a	13	heron	jaha	WAN	garça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jaha	FALSE	PET	PWT	j a h a
144	j a h i	13	heron	-	*PT	-	-	-	-	-	*jahi	FALSE	-	-	j a h i
145	( - - ) j a - i ( - )	14	jaguar	jai	BAS	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jai	FALSE	PET	PWT	j a i
146	( - - ) j e - e ( - )	14	jaguar	jee	DES	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jee	FALSE	PET	PWT	j e e
147	( - - ) j a - i ( - )	14	jaguar	jai	KAR	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jai	FALSE	PET	PWT	j a i
148	( - - ) j a - i ( - )	14	jaguar	jai	KOR	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jai	FALSE	PET	PWT	j a i
149	( - - ) j a w i ( - )	14	jaguar	jawi	KUB	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jawi	FALSE	PET	PWT	j a w i
150	( h i ) j a - i ( - )	14	jaguar	hijai	KUE	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hijai	FALSE	PET	PWT	h i j a i
151	( - - ) j a - i ( - )	14	jaguar	jai	MAI	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jai	FALSE	PET	PWT	j a i
152	( - - ) j a - i ( - )	14	jaguar	jai	SEK	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jai	FALSE	PET	PWT	j a i
153	( - - ) j a - i ( - )	14	jaguar	jai	SIO	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jai	FALSE	PET	PWT	j a i
154	( - - ) j a - i ( a )	14	jaguar	jaia	TAN	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jaia	FALSE	PET	PWT	j a i a
155	( - - ) j a - i ( - )	14	jaguar	jai	TUK	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jai	FALSE	PET	PWT	j a i
156	( - - ) j a - i ( - )	14	jaguar	jai	WAN	onça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jai	FALSE	PET	PWT	j a i
157	j a i	14	jaguar	-	*PT	-	-	-	-	-	*jai	TRUE	-	-	j a i
158	ã ʔŋ ĩ	15	centipede	~aʔgi	DES	centopéia	boa (kub)	jibóia (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	~aʔgi	FALSE	*jãkʔi	PWT	ã ʔŋ ĩ
159	- a w - i ( m e k ɨ )	15	centipede	ãi	KUB	centopéia	boa (kub)	jibóia (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	ãi	FALSE	*jãkʔi	PWT	a w i m e k ɨ
160	ã ʔk ĩ	15	centipede	~aʔki	TUK	centopéia	boa (kub)	jibóia (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	~aʔki	FALSE	*jãkʔi	PWT	ã ʔk ĩ
161	m - ũ n ĩ ( - - - - )	15	centipede	~budi	TUY	centopéia	boa (kub)	jibóia (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	~budi	FALSE	*jãkʔi	PWT	m ũ n ĩ
162	ɲ ã ʔk ĩ	15	centipede	~jaʔki	WAN	centopéia	boa (kub)	jibóia (kub)	GLOSA 3 PORT	GLOSS 3 ENGL	~jaʔki	FALSE	*jãkʔi	PWT	ɲ ã ʔk ĩ
163	j ã kʔ i	15	centipede	-	*PT	-	-	-	-	-	*jãkʔi	TRUE	-	-	j ã kʔ i
164	ɲ ã m ã	16	deer	~jaba	BAS	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaba	FALSE	PET	PWT	ɲ ã m ã
165	ɲ ã m ã	16	deer	~jaba	DES	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaba	FALSE	PET	PWT	ɲ ã m ã
166	ɲ ã m ã	16	deer	~jaba	KAR	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaba	FALSE	PET	PWT	ɲ ã m ã
167	j ã m a	16	deer	jãma	KOR	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jãma	FALSE	PET	PWT	j ã m a
168	ɲ ã m ã	16	deer	~jaba	KUB	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaba	FALSE	PET	PWT	ɲ ã m ã
169	j ã m a	16	deer	jãma	KUE	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jãma	FALSE	PET	PWT	j ã m a
170	j ã m a	16	deer	jãma	SEK	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jãma	FALSE	PET	PWT	j ã m a
171	j ã m a	16	deer	jãma	SIO	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jãma	FALSE	PET	PWT	j ã m a
172	ɲ ã m ã	16	deer	~jaba	TAN	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaba	FALSE	PET	PWT	ɲ ã m ã
173	ɲ ã m ã	16	deer	~jaba	TUK	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaba	FALSE	PET	PWT	ɲ ã m ã
174	ɲ ã m ã	16	deer	~jaba	TUY	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaba	FALSE	PET	PWT	ɲ ã m ã
175	ɲ ã m ã	16	deer	~jaba	WAN	veado	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaba	FALSE	PET	PWT	ɲ ã m ã
176	j a m a	16	deer	-	*PT	-	-	-	-	-	*jama	FALSE	-	-	j a m a
177	ɲ ã m õ	17	yam	~jabo	BAS	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jabo	FALSE	PET	PWT	ɲ ã m õ
178	ɲ ã ʔb õ	17	yam	~jaʔbo	DES	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaʔbo	FALSE	PET	PWT	ɲ ã ʔb õ
179	ɲ ã m õ	17	yam	~jabo	KAR	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jabo	FALSE	PET	PWT	ɲ ã m õ
180	j ã - h o	17	yam	jãho	KOR	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jãho	FALSE	PET	PWT	j ã h o
181	ɲ ã m ũ	17	yam	~jabu	KUB	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jabu	FALSE	PET	PWT	ɲ ã m ũ
182	j a - - u	17	yam	jau	KUE	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jau	FALSE	PET	PWT	j a u
183	j ã - h o	17	yam	jãho	MAI	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jãho	FALSE	PET	PWT	j ã h o
184	j ã - h o	17	yam	jãho	SIO	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jãho	FALSE	PET	PWT	j ã h o
185	ɲ ã ʔb ũ	17	yam	~jaʔbu	TAN	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaʔbu	FALSE	PET	PWT	ɲ ã ʔb ũ
186	ɲ ã ʔb ũ	17	yam	~jaʔbu	TUK	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaʔbu	FALSE	PET	PWT	ɲ ã ʔb ũ
187	ɲ ã m ũ	17	yam	~jabu	TUY	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jabu	FALSE	PET	PWT	ɲ ã m ũ
188	ɲ ã ʔb ũ	17	yam	~jaʔbu	WAN	nhame	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaʔbu	FALSE	PET	PWT	ɲ ã ʔb ũ
189	j ã pʔ o	17	yam	-	*PT	-	-	-	-	-	*jãpʔo	TRUE	-	-	j ã pʔ o
190	ɲ ã h ĩ	18	cará(Dioscorea alata)	~jahi	BAS	Cará	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jahi	FALSE	PET	PWT	ɲ ã h ĩ
191	ɲ ã p ĩ	18	cará(Dioscorea alata)	~japi	DES	Cará	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~japi	FALSE	PET	PWT	ɲ ã p ĩ
192	ɲ ã p ĩ	18	cará(Dioscorea alata)	~japi	KAR	Cará	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~japi	FALSE	PET	PWT	ɲ ã p ĩ
193	j a - h i ( - - )	18	cará(Dioscorea alata)	jahi	KOR	Cará	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jahi	FALSE	PET	PWT	j a h i
194	ɲ ã p ĩ	18	cará(Dioscorea alata)	~japi	KUB	Cará	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~japi	FALSE	PET	PWT	ɲ ã p ĩ
195	j a - h i ( r i )	18	cará(Dioscorea alata)	jahiri	KUE	Cará	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jahiri	FALSE	PET	PWT	j a h i r i
196	j a - h i ( - - )	18	cará(Dioscorea alata)	jahi	SEK	Cará	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jahi	FALSE	PET	PWT	j a h i
197	ɲ ã ʔp ĩ	18	cará(Dioscorea alata)	~jaʔpi	TAN	Cará	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jaʔpi	FALSE	PET	PWT	ɲ ã ʔp ĩ
198	ɲ ã p ĩ	18	cará(Dioscorea alata)	~japi	TUK	Cará	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~japi	FALSE	PET	PWT	ɲ ã p ĩ
199	ɲ ã p ĩ	18	cará(Dioscorea alata)	~japi	WAN	Cará	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~japi	FALSE	PET	PWT	ɲ ã p ĩ
200	j a p i	18	cará(Dioscorea alata)	-	*PT	-	-	-	-	-	*japi	FALSE	-	-	j a p i
201	ɲ ĩ k ɨ̃	19	grand-father	~jikɨ	BAS	avô	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jikɨ	FALSE	PET	PWT	ɲ ĩ k ɨ̃
202	ɲ ẽ k ɨ̃	19	grand-father	~jekɨ	DES	avô	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jekɨ	FALSE	PET	PWT	ɲ ẽ k ɨ̃
203	ɲ ĩ k ɨ̃	19	grand-father	~jikɨ	KAR	avô	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jikɨ	FALSE	PET	PWT	ɲ ĩ k ɨ̃
204	j ẽ k u ɨ ( - - )	19	grand-father	jẽkuɨ	KOR	avô	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jẽkuɨ	FALSE	PET	PWT	j ẽ k u ɨ
205	ɲ ẽ k ũ j õ	19	grand-father	~jekũjo	KUB	avô	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jekũjo	FALSE	PET	PWT	ɲ ẽ k ũ j õ
206	j ẽ k - ɨ ( - - )	19	grand-father	jẽkɨ	MAI	avô	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jẽkɨ	FALSE	PET	PWT	j ẽ k ɨ
207	ɲ ẽ k ɨ̃	19	grand-father	~jekɨ	TUK	avô	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jekɨ	FALSE	PET	PWT	ɲ ẽ k ɨ̃
208	ɲ ẽ k ɨ̃	19	grand-father	~jekɨ	TUY	avô	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jekɨ	FALSE	PET	PWT	ɲ ẽ k ɨ̃
209	ɲ ɨ̃ t∫ ɨ̃	19	grand-father	~jɨt∫ɨ	WAN	avô	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jɨt∫ɨ	FALSE	PET	PWT	ɲ ɨ̃ t∫ ɨ̃
210	j ẽ k k u	19	grand-father	-	*PT	-	-	-	-	-	*jẽkku-	TRUE	-	-	j ẽ k k u
211	j e - b a	20	land	jeba	BAS	terra	GLOSA 2 ENGL	GLOSA 2 PORT	baixo (kubo)	low (kub)	jeba	FALSE	PET	PWT	j e b a
212	j e - b a	20	land	jeeba	DES	terra	GLOSA 2 ENGL	GLOSA 2 PORT	baixo (kubo)	low (kub)	jeba	FALSE	PET	PWT	j e b a
213	j e - p a	20	land	jepa	KAR	terra	GLOSA 2 ENGL	GLOSA 2 PORT	baixo (kubo)	low (kub)	jepa	FALSE	PET	PWT	j e p a
214	j e - h a	20	land	jeha	KOR	terra	GLOSA 2 ENGL	GLOSA 2 PORT	baixo (kubo)	low (kub)	jeha	FALSE	PET	PWT	j e h a
215	j i - b a	20	land	jiba	KUB	terra	GLOSA 2 ENGL	GLOSA 2 PORT	baixo (kubo)	low (kub)	jiba	FALSE	PET	PWT	j i b a
216	j i - h a	20	land	jiha	MAI	terra	GLOSA 2 ENGL	GLOSA 2 PORT	baixo (kubo)	low (kub)	jiha	FALSE	PET	PWT	j i h a
217	j e - h a	20	land	jeha	SEK	terra	GLOSA 2 ENGL	GLOSA 2 PORT	baixo (kubo)	low (kub)	jeha	FALSE	PET	PWT	j e h a
218	j i - h a	20	land	jiha	SIO	terra	GLOSA 2 ENGL	GLOSA 2 PORT	baixo (kubo)	low (kub)	jiha	FALSE	PET	PWT	j i h a
219	j e ʔp a	20	land	jeʔpa	TUK	terra	GLOSA 2 ENGL	GLOSA 2 PORT	baixo (kubo)	low (kub)	jeʔpa	FALSE	PET	PWT	j e ʔp a
220	j a ʔp a	20	land	jaʔpa	WAN	terra	GLOSA 2 ENGL	GLOSA 2 PORT	baixo (kubo)	low (kub)	jaʔpa	FALSE	PET	PWT	j a ʔp a
221	j e pʔ a	20	land	-	*PT	-	-	-	-	-	*jepʔa	TRUE	-	-	j e pʔ a
222	j i ʔ o ( b o )	21	mouth2	jiʔobo	KOR	boca2	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jiʔobo	FALSE	PET	*jɨ-ʔo	j i ʔ o b o
223	j - - o ( - - )	21	mouth2	jo	MAI	boca2	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jo	FALSE	PET	*jɨ-ʔo	j o
224	j ɨ ʔ o ( - - )	21	mouth2	jɨʔo	SEK	boca2	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨʔo	FALSE	PET	*jɨ-ʔo	j ɨ ʔ o
225	j i ʔ o ( b o )	21	mouth2	jiʔobo	SIO	boca2	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jiʔobo	FALSE	PET	*jɨ-ʔo	j i ʔ o b o
226	j ɨ ʔ o	21	mouth2	-	*PT	-	-	-	-	-	*jɨ-ʔo	FALSE	-	-	j ɨ ʔ o
227	j - ɨ - - t a ( - - )	22	kapok	jɨta	BAS	algodão do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨta	FALSE	PET	PWT	j ɨ t a
228	j - u - - d a ( - - )	22	kapok	juda	DES	algodão do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	juda	FALSE	PET	PWT	j u d a
229	j - i - - t a ( - - )	22	kapok	jita	KAR	algodão do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jita	FALSE	PET	PWT	j i t a
230	o j a - - - - ( - - )	22	kapok	oja	KOR	algodão do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	oja	FALSE	PET	PWT	o j a
231	j - ɨ i - - - ( - - )	22	kapok	jɨi	KUB	algodão do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨi	FALSE	PET	PWT	j ɨ i
232	i ʔ o - - t a ( h e )	22	kapok	iʔotahe	KUE	algodão do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	iʔotahe	FALSE	PET	PWT	i ʔ o t a h e
233	j - ɨ i - - - ( - - )	22	kapok	jɨi	SEK	algodão do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨi	FALSE	PET	PWT	j ɨ i
234	j - ɨ i - - - ( - - )	22	kapok	jɨi	SIO	algodão do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨi	FALSE	PET	PWT	j ɨ i
235	j u ʔt a	22	kapok	juʔta	TAN	algodão do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	juʔta	FALSE	PET	PWT	j u ʔt a
236	j - u - - t a ( - - )	22	kapok	juta	TUK	algodão do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	juta	FALSE	PET	PWT	j u t a
237	j - u - - t a ( - - )	22	kapok	juta	WAN	algodão do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	juta	FALSE	PET	PWT	j u t a
238	j ɨ i	22	kapok	-	*PT	-	-	-	-	-	*jɨi	TRUE	-	-	j ɨ i
239	ɲ ĩ k ã	23	leg	~jika	BAS	perna	hips (kube)	quadril (kub)	joelho (kor)	knee (kor)	~jika	FALSE	PET	PWT	ɲ ĩ k ã
240	ɲ ĩ g ã	23	leg	~jiga	DES	perna	hips (kube)	quadril (kub)	joelho (kor)	knee (kor)	~jiga	FALSE	PET	PWT	ɲ ĩ g ã
241	ɲ ĩ k ã	23	leg	~jika	KAR	perna	hips (kube)	quadril (kub)	joelho (kor)	knee (kor)	~jika	FALSE	PET	PWT	ɲ ĩ k ã
242	j ũ k a	23	leg	jũka	KOR	perna	hips (kube)	quadril (kub)	joelho (kor)	knee (kor)	jũka	FALSE	PET	PWT	j ũ k a
243	ɲ ɨ̃ ã	23	leg	~jɨa	KUB	perna	hips (kube)	quadril (kub)	joelho (kor)	knee (kor)	~jɨa	FALSE	PET	PWT	ɲ ɨ̃ ã
244	d ɨ̃ k a	23	leg	dɨ̃ka	SEK	perna	hips (kube)	quadril (kub)	joelho (kor)	knee (kor)	dɨ̃ka	FALSE	PET	PWT	d ɨ̃ k a
245	ɲ ĩ k ã	23	leg	~jika	TAN	perna	hips (kube)	quadril (kub)	joelho (kor)	knee (kor)	~jika	FALSE	PET	PWT	ɲ ĩ k ã
246	ɲ ẽ k ã	23	leg	~jeka	TUK	perna	hips (kube)	quadril (kub)	joelho (kor)	knee (kor)	~jeka	FALSE	PET	PWT	ɲ ẽ k ã
247	ɲ ĩ k ã	23	leg	~jika	TUY	perna	hips (kube)	quadril (kub)	joelho (kor)	knee (kor)	~jika	FALSE	PET	PWT	ɲ ĩ k ã
248	ɲ ɨ̃ t∫ ɨ̃	23	leg	~jɨt∫ɨ	WAN	perna	hips (kube)	quadril (kub)	joelho (kor)	knee (kor)	~jɨt∫ɨ	FALSE	PET	PWT	ɲ ɨ̃ t∫ ɨ̃
249	j ɨ̃ k a	23	leg	-	*PT	-	-	-	-	-	*jɨ̃ka	FALSE	-	-	j ɨ̃ k a
250	j ɨ - ɨ	24	I	jɨɨ	BAS	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨɨ	FALSE	PET	PWT	j ɨ ɨ
251	j ɨ ʔ ɨ	24	I	jɨʔɨ	DES	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨʔɨ	FALSE	PET	PWT	j ɨ ʔ ɨ
252	j ɨ - ɨ	24	I	jɨɨ	KAR	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨɨ	FALSE	PET	PWT	j ɨ ɨ
253	j ɨ ʔ ɨ	24	I	jɨʔɨ	KOR	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨʔɨ	FALSE	PET	PWT	j ɨ ʔ ɨ
254	j ɨ - -	24	I	jɨ	KUB	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨ	FALSE	PET	PWT	j ɨ
255	j e h ɨ	24	I	jehɨ	KUE	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jehɨ	FALSE	PET	PWT	j e h ɨ
256	j i - -	24	I	ji	MAI	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ji	FALSE	PET	PWT	j i
257	j ɨ ʔ ɨ	24	I	jɨʔɨ	SEK	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨʔɨ	FALSE	PET	PWT	j ɨ ʔ ɨ
258	j ɨ - ɨ	24	I	jɨɨ	SIO	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨɨ	FALSE	PET	PWT	j ɨ ɨ
259	j i ʔ i	24	I	jiʔi	TAN	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jiʔi	FALSE	PET	PWT	j i ʔ i
260	j ɨ ʔ ɨ	24	I	jɨʔɨ	TUK	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨʔɨ	FALSE	PET	PWT	j ɨ ʔ ɨ
261	j ɨ - ɨ	24	I	jɨɨ	TUY	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨɨ	FALSE	PET	PWT	j ɨ ɨ
262	j ɨ ʔ ɨ	24	I	jɨʔɨ	WAN	Eu	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jɨʔɨ	FALSE	PET	PWT	j ɨ ʔ ɨ
263	j ɨ ʔ ɨ	24	I	-	*PT	-	-	-	-	-	*jɨʔɨ	FALSE	-	-	j ɨ ʔ ɨ
264	ŋ ã - m õ	25	ear	~gabo	BAS	orelha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~gabo	FALSE	PET	PWT	ŋ ã m õ
265	ŋ ã - m ĩ	25	ear	~gabi	DES	orelha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~gabi	FALSE	PET	PWT	ŋ ã m ĩ
266	- ã - m õ	25	ear	~abo	KAR	orelha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~abo	FALSE	PET	PWT	ã m õ
267	k ã - h o	25	ear	kãho	KOR	orelha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	kãho	FALSE	PET	PWT	k ã h o
268	k ã - m ũ	25	ear	~kamu	KUB	orelha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~kamu	FALSE	PET	PWT	k ã m ũ
269	kĩ ã - - ũ	25	ear	~kiau	KUE	orelha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~kiau	FALSE	PET	PWT	kĩ ã ũ
270	g ã - h o	25	ear	gãho	MAI	orelha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	gãho	FALSE	PET	PWT	g ã h o
271	k ã - h o	25	ear	kãho	SEK	orelha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	kãho	FALSE	PET	PWT	k ã h o
272	kʔ ã - h o	25	ear	kʔãho	SIO	orelha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	kʔãho	FALSE	PET	PWT	kʔ ã h o
273	- ã - m ũ	25	ear	~abu	TAN	orelha	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~abu	FALSE	PET	PWT	ã m ũ
